OrderID,OrderDate,ShipDate,OrderStatus,CustomerID,Segment,Region,Country,City,Channel,Category,Subcategory,ProductName,Quantity,UnitPrice,UnitCost,Discount,SalesAmount,CostAmount,Profit
ORD100087,2024-07-19,2024-07-21,Completed,CUST11286,Corporate,North,USA,Chicago,Online,Furniture,Chair,Ergonomic Chair,2,232.45,126.28,0.0,464.9,252.56,212.34
ORD100088,2023-04-16,2023-04-17,Completed,CUST12828 ,Corporate,East,Japan,Nagoya,Online,Electronics,Laptop,Laptop B,1,985.67,686.83,0.05,936.39,686.83,249.56
ORD100089,2025-02-10,2025-02-18,Completed,CUST11964,Consumer,South,India,Bengaluru,Online,Electronics,Audio,HEADPHONES A,5,217.39,138.89,0.0,1086.95,694.45,392.5
ORD100090,2025-04-01,2025-04-10,Completed,CUST12767,Consumer,North,USA,Los Angeles,Online,Accessories,Charger,Fast Charger,2,26.99,16.2,0.0,53.98,32.4,21.58
ORD100091,2024-04-21,2024-04-27,Completed,CUST11264,Consumer,North,USA,Chicago,Retail,Furniture,Chair,Ergonomic Chair,1,225.14,122.66,0.1,202.63,122.66,79.97
ORD100092,2024-12-03,2024-12-11,Cancelled,CUST11613,Consumer,North,USA,Chicago,Online,Electronics,Audio,Headphones A,2,176.85,124.37,0.0,0.0,248.74,0.0
ORD100093,2024-02-06,2024-02-14,Completed,CUST10625,Consumer,West,Germany,Berlin,Retail,Furniture,Desk,Standing Desk,3,406.19,223.32,0.0,1218.57,669.96,548.61
ORD100094,2024-12-30,2025-01-04,Completed,CUST12304,Corporate,West,UK,Manchester,Online,Office Supplies,Writing,Pen Pack,2,9.03,4.0,0.0,18.06,8.0,10.06
ORD100095,2024-07-09,2024-07-13,Completed,CUST12442,Consumer,East,China,Beijing,Online,Office Supplies,Paper,Copy Paper (500),5,28.16,13.11,0.15,119.68,65.55,54.13
ORD100096,2023-06-11,2023-06-14,Completed,CUST12057,Home Office,East,China,Shanghai,Retail,Furniture,Desk,Standing Desk,4,465.44,280.92,0.0,1861.76,1123.68,738.08
ORD100097,2023-07-21,2023-07-26,Completed,CUST12727,Corporate,South,Australia,Brisbane,Online,Furniture,Desk,Standing Desk,2,384.28,198.45,0.0,768.56,396.9,371.66
ORD100098,2023-09-27,2023-10-01,Completed,CUST10589,Consumer,West,Germany,Munich,Retail,Electronics,Laptop,Laptop B,1,912.48,603.35,0.0,912.48,603.35,309.13
ORD100099,2025-05-12,2025-05-21,Completed,CUST10958,Home Office,East,Japan,Nagoya,Partner,Electronics,Smartphone,Phone A,1,688.13,428.75,0.0,688.13,428.75,259.38
ORD100100,2025-03-26,2025-03-28,Completed,CUST11317,Consumer,Central,Brazil,Brasília,Retail,Furniture,Storage,Bookshelf,10,172.4,101.63,0.1,1551.6,1016.3,535.3
ORD100101,2023-09-28,2023-10-03,Completed,CUST10352,Consumer,West,Germany,Berlin,Online,Electronics,Laptop,Laptop B,5,755.9,463.96,0.05,3590.52,2319.8,1270.72
ORD100102,2024-03-31,2024-04-01,Completed,CUST10924,Consumer,North,USA,Los Angeles,Retail,Electronics,Smartphone,Phone A,1,681.67,461.05,0.05,647.59,461.05,186.54
ORD100103,2024-04-06,2024-04-07,Returned,CUST10946,Home Office,West,Germany,Munich,Partner,Electronics,Audio,Headphones A,2,208.78,130.72,0.1,-375.8,261.44,-114.36
ORD100104,2024-12-27,2025-01-04,Completed,CUST12876,Consumer,North,Canada,Montreal,Retail,Furniture,Storage,Bookshelf,3,146.35,87.1,0.0,439.05,261.3,177.75
ORD100105,2023-09-09,2023-09-11,Completed,CUST12178,Consumer,West,Germany,Berlin,Online,Electronics,Laptop,Laptop B,2,805.19,586.64,0.0,1610.38,1173.28,437.1
ORD100106,2024-12-02,2024-12-07,Completed,CUST10648,Consumer,Central,Mexico,Mexico City,Retail,Accessories,Charger,Fast Charger,4,29.41,18.73,0.0,117.64,74.92,42.72
ORD100107,2023-10-23,2023-10-24,Completed,CUST12316,Consumer,East,China,Shenzhen,Retail,Accessories,Phone Case,Case A,1,16.54,9.9,0.0,16.54,9.9,6.64
ORD100108,2024-12-25,2024-12-29,Completed,CUST12681,Home Office,North,USA,New York,Online,Furniture,Storage,Bookshelf,4,156.99,81.14,0.0,627.96,324.56,303.4
ORD100109,2024-12-20,2024-12-25,Completed,CUST11571,Consumer,North,Canada,Toronto,Online,Furniture,Storage,Bookshelf,1,144.07,80.0,0.0,144.07,80.0,64.07
ORD100110,2025-01-18,2025-01-23,Completed,CUST10762,Consumer,North,Canada,Toronto,Partner,Electronics,Laptop,Laptop A,2,1143.23,752.79,0.0,2286.46,1505.58,780.88
ORD100111,2023-12-04,2023-12-06,Completed,CUST10270,Consumer,East,Japan,Nagoya,Online,Office Supplies,Writing,Pen Pack,1,9.75,4.9,0.0,9.75,4.9,4.85
ORD100112,2025-05-28,2025-06-03,Completed,CUST12211,Consumer,West,Germany,Berlin,Retail,Electronics,Laptop,Laptop A,2,1102.77,721.6,0.1,1984.99,1443.2,541.79
ORD100113,2023-02-22,2023-02-25,Completed,CUST11016,Consumer,Central,Mexico,Monterrey,Retail,Electronics,Smartphone,Phone A,2,612.75,384.12,0.05,1164.22,768.24,395.98
ORD100114,2025-03-02,2025-03-03,Completed,CUST12272,Consumer,West,Germany,Hamburg,Retail,Electronics,Smartphone,Phone B,3,462.65,303.8,0.0,1387.95,911.4,476.55
ORD100115,2025-07-10,2025-07-11,Completed,CUST10575,Consumer,North,USA,Chicago,Online,Furniture,Chair,Ergonomic Chair,2,289.78,156.32,0.0,579.56,312.64,266.92
ORD100116,2023-08-05,2023-08-14,Completed,CUST12706,Consumer,Central,Brazil,Rio de Janeiro,Retail,Accessories,Phone Case,Case A,2,17.47,10.43,0.0,34.94,20.86,14.08
ORD100117,2025-02-02,2025-02-09,Completed,CUST11078,Consumer,West,UK,Birmingham,Retail,Office Supplies,Paper,Copy Paper (500),1,29.85,14.89,0.0,29.85,14.89,14.96
ORD100118,2023-07-07,2023-07-15,Completed,CUST12549,Home Office,South,India,Delhi,Online,Electronics,Smartphone,Phone B,5,532.67,331.57,0.1,2397.02,1657.85,739.17
ORD100119,2024-01-15,2024-01-23,Completed,CUST12945,Consumer,West,Germany,Munich,Online,Furniture,Chair,Ergonomic Chair,1,230.28,132.74,0.0,230.28,132.74,97.54
ORD100120,2024-05-07,2024-05-16,Completed,CUST10097,Consumer,East,Japan,Osaka,Online,Electronics,Smartphone,Phone A,2,646.52,413.64,0.0,1293.04,827.28,465.76
ORD100121,2023-02-10,2023-02-13,Completed,CUST10312,Home Office,East,Japan,Nagoya,Online,Office Supplies,Printer,Laser Printer,1,252.59,113.47,0.15,214.7,113.47,101.23
ORD100122,2023-06-06,2023-06-11,Completed,CUST11391,Corporate,Central,Brazil,São Paulo,Retail,Accessories,Charger,Fast Charger,1,29.52,17.7,0.0,29.52,17.7,11.82
ORD100123,2023-01-15,2023-01-18,Completed,CUST11586,Consumer,West,Germany,Munich,Online,Electronics,Smartphone,Phone A,1,774.36,478.97,0.0,774.36,478.97,295.39
ORD100124,2025-03-23,2025-03-24,Cancelled,CUST10675,Corporate,South,India,Delhi,Online,Electronics,Audio,Headphones A,5,186.75,124.96,0.15,0.0,624.8,0.0
ORD100125,2023-03-06,2023-03-11,Completed,CUST11442,Consumer,North,Canada,Toronto,Retail,Office Supplies,Paper,Copy Paper (500),1,28.12,11.23,0.05,26.71,11.23,15.48
ORD100126,2025-05-06,2025-05-14,Completed,CUST11316,Consumer,North,USA,Los Angeles,Online,Accessories,Charger,Fast Charger,1,35.59,21.03,0.15,30.25,21.03,9.22
ORD100127,2025-04-18,2025-04-25,Completed,CUST12083,Consumer,East,Japan,Osaka,Online,Office Supplies,Printer,Laser Printer,3,213.29,97.4,0.0,639.87,292.2,347.67
ORD100128,2024-06-04,2024-06-07,Completed,CUST11369,Corporate,South,Australia,Melbourne,Online,Office Supplies,Writing,Pen Pack,1,7.56,3.5,0.0,7.56,3.5,4.06
ORD100129,2023-12-10,2023-12-16,Cancelled,CUST11428,Home Office,East,China,Shenzhen,Partner,Furniture,Storage,Bookshelf,3,132.51,74.82,0.05,0.0,224.46,0.0
ORD100130,2023-05-09,2023-05-17,Completed,CUST11332,Consumer,North,Canada,Vancouver,Online,Electronics,Laptop,Laptop A,4,1304.67,800.19,0.0,5218.68,3200.76,2017.92
ORD100131,2024-10-09,2024-10-12,Completed,CUST11836,Consumer,North,USA,New York,Online,Electronics,Laptop,Laptop A,3,1156.96,736.36,0.05,3297.34,2209.08,1088.26
ORD100132,2024-04-16,2024-04-19,Completed,CUST10240,Corporate,West,Germany,Berlin,Retail,Electronics,Smartphone,Phone A,1,674.47,441.5,0.15,573.3,441.5,131.8
ORD100133,2023-03-04,2023-03-12,Completed,CUST10805,Consumer,West,Germany,Munich,Retail,Electronics,Laptop,Laptop A,1,1106.42,692.18,0.0,1106.42,692.18,414.24
ORD100134,2023-05-19,2023-05-23,Completed,CUST12541,Consumer,South,India,Bengaluru,Online,Accessories,Phone Case,Case A,1,20.4,12.35,0.0,20.4,12.35,8.05
ORD100135,2024-05-13,2024-05-21,Completed,CUST10006,Consumer,South,India,Delhi,Online,Accessories,Phone Case,Case A,1,16.92,10.43,0.0,16.92,10.43,6.49
ORD100136,2024-08-15,2024-08-20,Completed,CUST10519,Consumer,Central,Mexico,Mexico City,Online,Accessories,Phone Case,Case A,1,18.12,10.58,0.0,18.12,10.58,7.54
ORD100137,2024-01-27,2024-02-05,Completed,CUST10797,Home Office,North,USA,New York,Retail,Accessories,Charger,Fast Charger,4,26.85,16.63,0.0,107.4,66.52,40.88
ORD100138,2024-11-05,2024-11-07,Returned,CUST12810,Consumer,South,Australia,Sydney,Online,Office Supplies,Printer,Laser Printer,2,195.77,86.98,0.0,-391.54,173.96,-217.58
ORD100139,2024-02-23,2024-03-01,Completed,CUST11128,Corporate,West,Germany,Hamburg,Online,Electronics,Smartphone,Phone A,1,672.26,419.13,0.15,571.42,419.13,152.29
ORD100140,2023-10-16,2023-10-19,Completed,CUST12764 ,Consumer,East,China,Shanghai,Retail,Furniture,Storage,Bookshelf,1,148.29,86.95,0.1,133.46,86.95,46.51
ORD100141,2024-01-14,2024-01-22,Returned,CUST12255,Consumer,North,Canada,Vancouver,Online,Electronics,Smartphone,Phone A,2,655.63,415.84,0.0,-1311.26,831.68,-479.58
ORD100142,2025-02-11,2025-02-15,Cancelled,CUST10407,Corporate,North,USA,Chicago,Retail,Electronics,Audio,Headphones A,1,194.73,117.48,0.05,0.0,117.48,0.0
ORD100143,2024-05-04,2024-05-06,Completed,CUST12128,Consumer,North,Canada,Vancouver,Online,Office Supplies,Writing,Pen Pack,4,8.83,3.87,0.0,35.32,15.48,19.84
ORD100144,2023-08-19,2023-08-27,Completed,CUST10119,Home Office,West,Germany,Munich,Retail,Furniture,Desk,Standing Desk,1,394.75,219.79,0.0,394.75,219.79,174.96
ORD100145,2023-02-10,2023-02-11,Completed,CUST11612,Corporate,East,China,Beijing,Online,Electronics,Laptop,Laptop B,4,823.19,544.08,0.1,2963.48,2176.32,787.16
ORD100146,2023-01-28,2023-01-31,Returned,CUST11123,Consumer,North,Canada,Vancouver,Partner,Office Supplies,Printer,Laser Printer,2,226.86,96.53,0.0,-453.72,193.06,-260.66
ORD100147,2023-05-15,2023-05-22,Completed,CUST10851,Consumer,North,USA,Los Angeles,Online,Office Supplies,Writing,Pen Pack,5,9.03,4.19,0.1,40.64,20.95,19.69
